CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
M21.97	M2197	DEFAULT	3	Acquired deformity of limb, unspecified		Ankle and foot					
M21.99	M2199	DEFAULT	3	Acquired deformity of limb, unspecified		Site unspecified					
M22	M22	DEFAULT	3	Disorders of patella							
M22.0	M220	DEFAULT	3	Recurrent dislocation of patella							
M22.1	M221	DEFAULT	3	Recurrent subluxation of patella							
M22.2	M222	DEFAULT	3	Patellofemoral disorders							
M22.3	M223	DEFAULT	3	Other derangements of patella							
M22.4	M224	DEFAULT	3	Chondromalacia patellae							
M22.8	M228	DEFAULT	3	Other disorders of patella							
M22.9	M229	DEFAULT	3	Disorder of patella, unspecified							
M23	M23	DEFAULT	3	Internal derangement of knee							
M23.0	M230	DEFAULT	3	Cystic meniscus							
M23.00	M2300	DEFAULT	3	Cystic meniscus		Multiple sites					
M23.01	M2301	DEFAULT	3	Cystic meniscus		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.02	M2302	DEFAULT	3	Cystic meniscus		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.03	M2303	DEFAULT	3	Cystic meniscus		Medial collateral ligament or Other and unspecified medial meniscus					
M23.04	M2304	DEFAULT	3	Cystic meniscus		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.05	M2305	DEFAULT	3	Cystic meniscus		Posterior horn of lateral meniscus					
M23.06	M2306	DEFAULT	3	Cystic meniscus		Other and unspecified lateral meniscus					
M23.09	M2309	DEFAULT	3	Cystic meniscus		Unspecified ligament or Unspecified meniscus					
M23.1	M231	DEFAULT	3	Discoid meniscus (congenital)							
M23.10	M2310	DEFAULT	3	Discoid meniscus (congenital)		Multiple sites					
M23.11	M2311	DEFAULT	3	Discoid meniscus (congenital)		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.12	M2312	DEFAULT	3	Discoid meniscus (congenital)		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.13	M2313	DEFAULT	3	Discoid meniscus (congenital)		Medial collateral ligament or Other and unspecified medial meniscus					
M23.14	M2314	DEFAULT	3	Discoid meniscus (congenital)		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.15	M2315	DEFAULT	3	Discoid meniscus (congenital)		Posterior horn of lateral meniscus					
M23.16	M2316	DEFAULT	3	Discoid meniscus (congenital)		Other and unspecified lateral meniscus					
M23.19	M2319	DEFAULT	3	Discoid meniscus (congenital)		Unspecified ligament or Unspecified meniscus					
M23.2	M232	DEFAULT	3	Derangement of meniscus due to old tear or injury							
M23.20	M2320	DEFAULT	3	Derangement of meniscus due to old tear or injury		Multiple sites					
M23.21	M2321	DEFAULT	3	Derangement of meniscus due to old tear or injury		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.22	M2322	DEFAULT	3	Derangement of meniscus due to old tear or injury		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.23	M2323	DEFAULT	3	Derangement of meniscus due to old tear or injury		Medial collateral ligament or Other and unspecified medial meniscus					
M23.24	M2324	DEFAULT	3	Derangement of meniscus due to old tear or injury		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.25	M2325	DEFAULT	3	Derangement of meniscus due to old tear or injury		Posterior horn of lateral meniscus					
M23.26	M2326	DEFAULT	3	Derangement of meniscus due to old tear or injury		Other and unspecified lateral meniscus					
M23.29	M2329	DEFAULT	3	Derangement of meniscus due to old tear or injury		Unspecified ligament or Unspecified meniscus					
M23.3	M233	DEFAULT	3	Other meniscus derangements							
M23.30	M2330	DEFAULT	3	Other meniscus derangements		Multiple sites					
M23.31	M2331	DEFAULT	3	Other meniscus derangements		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.32	M2332	DEFAULT	3	Other meniscus derangements		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.33	M2333	DEFAULT	3	Other meniscus derangements		Medial collateral ligament or Other and unspecified medial meniscus					
M23.34	M2334	DEFAULT	3	Other meniscus derangements		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.35	M2335	DEFAULT	3	Other meniscus derangements		Posterior horn of lateral meniscus					
M23.36	M2336	DEFAULT	3	Other meniscus derangements		Other and unspecified lateral meniscus					
M23.39	M2339	DEFAULT	3	Other meniscus derangements		Unspecified ligament or Unspecified meniscus					
M23.4	M234	DEFAULT	3	Loose body in knee							
M23.5	M235	DEFAULT	3	Chronic instability of knee							
M23.50	M2350	DEFAULT	3	Chronic instability of knee		Multiple sites					
M23.51	M2351	DEFAULT	3	Chronic instability of knee		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.52	M2352	DEFAULT	3	Chronic instability of knee		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.53	M2353	DEFAULT	3	Chronic instability of knee		Medial collateral ligament or Other and unspecified medial meniscus					
M23.54	M2354	DEFAULT	3	Chronic instability of knee		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.55	M2355	DEFAULT	3	Chronic instability of knee		Posterior horn of lateral meniscus					
M23.56	M2356	DEFAULT	3	Chronic instability of knee		Other and unspecified lateral meniscus					
M23.57	M2357	DEFAULT	3	Chronic instability of knee		Capsular ligament					
M23.59	M2359	DEFAULT	3	Chronic instability of knee		Unspecified ligament or Unspecified meniscus					
M23.6	M236	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee							
M23.60	M2360	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Multiple sites					
M23.61	M2361	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.62	M2362	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.63	M2363	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Medial collateral ligament or Other and unspecified medial meniscus					
M23.64	M2364	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.67	M2367	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Capsular ligament					
M23.69	M2369	DEFAULT	3	Other spontaneous disruption of ligament(s) of knee		Unspecified ligament or Unspecified meniscus					
M23.8	M238	DEFAULT	3	Other internal derangements of knee							
M23.80	M2380	DEFAULT	3	Other internal derangements of knee		Multiple sites					
M23.81	M2381	DEFAULT	3	Other internal derangements of knee		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.82	M2382	DEFAULT	3	Other internal derangements of knee		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.83	M2383	DEFAULT	3	Other internal derangements of knee		Medial collateral ligament or Other and unspecified medial meniscus					
M23.84	M2384	DEFAULT	3	Other internal derangements of knee		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.85	M2385	DEFAULT	3	Other internal derangements of knee		Posterior horn of lateral meniscus					
M23.86	M2386	DEFAULT	3	Other internal derangements of knee		Other and unspecified lateral meniscus					
M23.87	M2387	DEFAULT	3	Other internal derangements of knee		Capsular ligament					
M23.89	M2389	DEFAULT	3	Other internal derangements of knee		Unspecified ligament or Unspecified meniscus					
M23.9	M239	DEFAULT	3	Internal derangement of knee, unspecified							
M23.90	M2390	DEFAULT	3	Internal derangement of knee, unspecified		Multiple sites					
M23.91	M2391	DEFAULT	3	Internal derangement of knee, unspecified		Anterior cruciate ligament or Anterior horn of medial meniscus					
M23.92	M2392	DEFAULT	3	Internal derangement of knee, unspecified		Posterior cruciate ligament or Posterior horn of medial meniscus					
M23.93	M2393	DEFAULT	3	Internal derangement of knee, unspecified		Medial collateral ligament or Other and unspecified medial meniscus					
M23.94	M2394	DEFAULT	3	Internal derangement of knee, unspecified		Lateral collateral ligament or Anterior horn of lateral meniscus					
M23.95	M2395	DEFAULT	3	Internal derangement of knee, unspecified		Posterior horn of lateral meniscus					
M23.96	M2396	DEFAULT	3	Internal derangement of knee, unspecified		Other and unspecified lateral meniscus					
M23.97	M2397	DEFAULT	3	Internal derangement of knee, unspecified		Capsular ligament					
M23.99	M2399	DEFAULT	3	Internal derangement of knee, unspecified		Unspecified ligament or Unspecified meniscus					
M24	M24	DEFAULT	3	Other specific joint derangements							
M24.0	M240	DEFAULT	3	Loose body in joint							
M24.00	M2400	DEFAULT	3	Loose body in joint		Multiple sites					
M24.01	M2401	DEFAULT	3	Loose body in joint		Shoulder region					
M24.02	M2402	DEFAULT	3	Loose body in joint		Upper arm					
M24.03	M2403	DEFAULT	3	Loose body in joint		Forearm					
M24.04	M2404	DEFAULT	3	Loose body in joint		Hand					
M24.05	M2405	DEFAULT	3	Loose body in joint		Pelvic region and thigh					
M24.07	M2407	DEFAULT	3	Loose body in joint		Ankle and foot					
M24.08	M2408	DEFAULT	3	Loose body in joint		Other					
M24.09	M2409	DEFAULT	3	Loose body in joint		Site unspecified					
M24.1	M241	DEFAULT	3	Other articular cartilage disorders							
M24.10	M2410	DEFAULT	3	Other articular cartilage disorders		Multiple sites					
M24.11	M2411	DEFAULT	3	Other articular cartilage disorders		Shoulder region					
M24.12	M2412	DEFAULT	3	Other articular cartilage disorders		Upper arm					
M24.13	M2413	DEFAULT	3	Other articular cartilage disorders		Forearm					
M24.14	M2414	DEFAULT	3	Other articular cartilage disorders		Hand					
M24.15	M2415	DEFAULT	3	Other articular cartilage disorders		Pelvic region and thigh					
M24.16	M2416	DEFAULT	3	Other articular cartilage disorders		Lower leg					
M24.17	M2417	DEFAULT	3	Other articular cartilage disorders		Ankle and foot					
M24.18	M2418	DEFAULT	3	Other articular cartilage disorders		Other					
M24.19	M2419	DEFAULT	3	Other articular cartilage disorders		Site unspecified					
M24.2	M242	DEFAULT	3	Disorder of ligament							
M24.20	M2420	DEFAULT	3	Disorder of ligament		Multiple sites					
M24.21	M2421	DEFAULT	3	Disorder of ligament		Shoulder region					
M24.22	M2422	DEFAULT	3	Disorder of ligament		Upper arm					
M24.23	M2423	DEFAULT	3	Disorder of ligament		Forearm					
M24.24	M2424	DEFAULT	3	Disorder of ligament		Hand					
M24.25	M2425	DEFAULT	3	Disorder of ligament		Pelvic region and thigh					
M24.26	M2426	DEFAULT	3	Disorder of ligament		Lower leg					
M24.27	M2427	DEFAULT	3	Disorder of ligament		Ankle and foot					
M24.28	M2428	DEFAULT	3	Disorder of ligament		Other					
M24.29	M2429	DEFAULT	3	Disorder of ligament		Site unspecified					
M24.3	M243	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified							
M24.30	M2430	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Multiple sites					
M24.31	M2431	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Shoulder region					
M24.32	M2432	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Upper arm					
M24.33	M2433	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Forearm					
M24.34	M2434	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Hand					
M24.35	M2435	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Pelvic region and thigh					
M24.36	M2436	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Lower leg					
M24.37	M2437	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Ankle and foot					
M24.38	M2438	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Other					
M24.39	M2439	DEFAULT	3	Pathological dislocation and subluxation of joint, not elsewhere classified		Site unspecified					
M24.4	M244	DEFAULT	3	Recurrent dislocation and subluxation of joint							
M24.40	M2440	DEFAULT	3	Recurrent dislocation and subluxation of joint		Multiple sites					
M24.41	M2441	DEFAULT	3	Recurrent dislocation and subluxation of joint		Shoulder region					
M24.42	M2442	DEFAULT	3	Recurrent dislocation and subluxation of joint		Upper arm					
M24.43	M2443	DEFAULT	3	Recurrent dislocation and subluxation of joint		Forearm					
M24.44	M2444	DEFAULT	3	Recurrent dislocation and subluxation of joint		Hand					
M24.45	M2445	DEFAULT	3	Recurrent dislocation and subluxation of joint		Pelvic region and thigh					
M24.46	M2446	DEFAULT	3	Recurrent dislocation and subluxation of joint		Lower leg					
M24.47	M2447	DEFAULT	3	Recurrent dislocation and subluxation of joint		Ankle and foot					
M24.48	M2448	DEFAULT	3	Recurrent dislocation and subluxation of joint		Other					
M24.49	M2449	DEFAULT	3	Recurrent dislocation and subluxation of joint		Site unspecified					
M24.5	M245	DEFAULT	3	Contracture of joint							
M24.50	M2450	DEFAULT	3	Contracture of joint		Multiple sites					
M24.51	M2451	DEFAULT	3	Contracture of joint		Shoulder region					
M24.52	M2452	DEFAULT	3	Contracture of joint		Upper arm					
M24.53	M2453	DEFAULT	3	Contracture of joint		Forearm					
M24.54	M2454	DEFAULT	3	Contracture of joint		Hand					
M24.55	M2455	DEFAULT	3	Contracture of joint		Pelvic region and thigh					
M24.56	M2456	DEFAULT	3	Contracture of joint		Lower leg					
M24.57	M2457	DEFAULT	3	Contracture of joint		Ankle and foot					
M24.58	M2458	DEFAULT	3	Contracture of joint		Other					
M24.59	M2459	DEFAULT	3	Contracture of joint		Site unspecified					
M24.6	M246	DEFAULT	3	Ankylosis of joint							
M24.60	M2460	DEFAULT	3	Ankylosis of joint		Multiple sites					
M24.61	M2461	DEFAULT	3	Ankylosis of joint		Shoulder region					
M24.62	M2462	DEFAULT	3	Ankylosis of joint		Upper arm					
M24.63	M2463	DEFAULT	3	Ankylosis of joint		Forearm					
M24.64	M2464	DEFAULT	3	Ankylosis of joint		Hand					
M24.65	M2465	DEFAULT	3	Ankylosis of joint		Pelvic region and thigh					
M24.66	M2466	DEFAULT	3	Ankylosis of joint		Lower leg					
M24.67	M2467	DEFAULT	3	Ankylosis of joint		Ankle and foot					
M24.68	M2468	DEFAULT	3	Ankylosis of joint		Other					
M24.69	M2469	DEFAULT	3	Ankylosis of joint		Site unspecified					
M24.7	M247	DEFAULT	3	Protrusio acetabuli							
M24.8	M248	DEFAULT	3	Other specific joint derangements, not elsewhere classified							
M24.80	M2480	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Multiple sites					
M24.81	M2481	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Shoulder region					
M24.82	M2482	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Upper arm					
M24.83	M2483	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Forearm					
M24.84	M2484	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Hand					
M24.85	M2485	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Pelvic region and thigh					
M24.86	M2486	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Lower leg					
M24.87	M2487	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Ankle and foot					
M24.88	M2488	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Other					
M24.89	M2489	DEFAULT	3	Other specific joint derangements, not elsewhere classified		Site unspecified					
M24.9	M249	DEFAULT	3	Joint derangement, unspecified							
M24.90	M2490	DEFAULT	3	Joint derangement, unspecified		Multiple sites					
M24.91	M2491	DEFAULT	3	Joint derangement, unspecified		Shoulder region					
M24.92	M2492	DEFAULT	3	Joint derangement, unspecified		Upper arm					
M24.93	M2493	DEFAULT	3	Joint derangement, unspecified		Forearm					
M24.94	M2494	DEFAULT	3	Joint derangement, unspecified		Hand					
M24.95	M2495	DEFAULT	3	Joint derangement, unspecified		Pelvic region and thigh					
M24.96	M2496	DEFAULT	3	Joint derangement, unspecified		Lower leg					
M24.97	M2497	DEFAULT	3	Joint derangement, unspecified		Ankle and foot					
M24.98	M2498	DEFAULT	3	Joint derangement, unspecified		Other					
M24.99	M2499	DEFAULT	3	Joint derangement, unspecified		Site unspecified					
M25	M25	DEFAULT	3	Other joint disorders, not elsewhere classified							
M25.0	M250	DEFAULT	3	Haemarthrosis							
M25.00	M2500	DEFAULT	3	Haemarthrosis		Multiple sites					
M25.01	M2501	DEFAULT	3	Haemarthrosis		Shoulder region					
M25.02	M2502	DEFAULT	3	Haemarthrosis		Upper arm					
M25.03	M2503	DEFAULT	3	Haemarthrosis		Forearm					
M25.04	M2504	DEFAULT	3	Haemarthrosis		Hand					
M25.05	M2505	DEFAULT	3	Haemarthrosis		Pelvic region and thigh					
M25.06	M2506	DEFAULT	3	Haemarthrosis		Lower leg					
M25.07	M2507	DEFAULT	3	Haemarthrosis		Ankle and foot					
M25.08	M2508	DEFAULT	3	Haemarthrosis		Other					
M25.09	M2509	DEFAULT	3	Haemarthrosis		Site unspecified					
M25.1	M251	DEFAULT	3	Fistula of joint							
M25.10	M2510	DEFAULT	3	Fistula of joint		Multiple sites					
M25.11	M2511	DEFAULT	3	Fistula of joint		Shoulder region					
M25.12	M2512	DEFAULT	3	Fistula of joint		Upper arm					
M25.13	M2513	DEFAULT	3	Fistula of joint		Forearm					
M25.14	M2514	DEFAULT	3	Fistula of joint		Hand					
M25.15	M2515	DEFAULT	3	Fistula of joint		Pelvic region and thigh					
M25.16	M2516	DEFAULT	3	Fistula of joint		Lower leg					
M25.17	M2517	DEFAULT	3	Fistula of joint		Ankle and foot					
M25.18	M2518	DEFAULT	3	Fistula of joint		Other					
M25.19	M2519	DEFAULT	3	Fistula of joint		Site unspecified					
M25.2	M252	DEFAULT	3	Flail joint							
M25.20	M2520	DEFAULT	3	Flail joint		Multiple sites					
M25.21	M2521	DEFAULT	3	Flail joint		Shoulder region					
M25.22	M2522	DEFAULT	3	Flail joint		Upper arm					
M25.23	M2523	DEFAULT	3	Flail joint		Forearm					
M25.24	M2524	DEFAULT	3	Flail joint		Hand					
M25.25	M2525	DEFAULT	3	Flail joint		Pelvic region and thigh					
M25.26	M2526	DEFAULT	3	Flail joint		Lower leg					
M25.27	M2527	DEFAULT	3	Flail joint		Ankle and foot					
M25.28	M2528	DEFAULT	3	Flail joint		Other					
M25.29	M2529	DEFAULT	3	Flail joint		Site unspecified					
M25.3	M253	DEFAULT	3	Other instability of joint							
M25.30	M2530	DEFAULT	3	Other instability of joint		Multiple sites					
M25.31	M2531	DEFAULT	3	Other instability of joint		Shoulder region					
M25.32	M2532	DEFAULT	3	Other instability of joint		Upper arm					
M25.33	M2533	DEFAULT	3	Other instability of joint		Forearm					
M25.34	M2534	DEFAULT	3	Other instability of joint		Hand					
M25.35	M2535	DEFAULT	3	Other instability of joint		Pelvic region and thigh					
M25.36	M2536	DEFAULT	3	Other instability of joint		Lower leg					
M25.37	M2537	DEFAULT	3	Other instability of joint		Ankle and foot					
M25.38	M2538	DEFAULT	3	Other instability of joint		Other					
M25.39	M2539	DEFAULT	3	Other instability of joint		Site unspecified					
M25.4	M254	DEFAULT	3	Effusion of joint							
M25.40	M2540	DEFAULT	3	Effusion of joint		Multiple sites					
